uttid,wav_path,transcription,length_seconds
BAC009S0082W0286,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0082W0286.wav,"{'uttid': 'BAC009S0082W0286', 'text': '提升生态系统的能力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0082W0286.wav', 'rtf': '0.0071'}",2.846
BAC009S0099W0259,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0099W0259.wav,"{'uttid': 'BAC009S0099W0259', 'text': '界面类似苹果的系统', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0099W0259.wav', 'rtf': '0.0071'}",2.6
BAC009S0043W0273,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0043W0273.wav,"{'uttid': 'BAC009S0043W0273', 'text': '对电脑端操作系统而言', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0043W0273.wav', 'rtf': '0.0071'}",2.899
BAC009S0229W0123,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0229W0123.wav,"{'uttid': 'BAC009S0229W0123', 'text': '据搜房网数据统计显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0229W0123.wav', 'rtf': '0.0071'}",3.661
BAC009S0024W0152,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0024W0152.wav,"{'uttid': 'BAC009S0024W0152', 'text': '从以上数据不难看出', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0024W0152.wav', 'rtf': '0.0071'}",2.985
BAC009S0517W0471,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0517W0471.wav,"{'uttid': 'BAC009S0517W0471', 'text': '近日在医院检查才发现', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0517W0471.wav', 'rtf': '0.0071'}",3.126
BAC009S0250W0131,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0250W0131.wav,"{'uttid': 'BAC009S0250W0131', 'text': '分析目前的销售数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0250W0131.wav', 'rtf': '0.0071'}",2.551
BAC009S0353W0150,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0353W0150.wav,"{'uttid': 'BAC009S0353W0150', 'text': '它可以牢牢控制阿里巴巴', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0353W0150.wav', 'rtf': '0.0071'}",3.135
BAC009S0026W0248,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0026W0248.wav,"{'uttid': 'BAC009S0026W0248', 'text': '如此操作的空间更大', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0026W0248.wav', 'rtf': '0.0071'}",3.242
BAC009S0208W0323,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0208W0323.wav,"{'uttid': 'BAC009S0208W0323', 'text': '盈利模式自然就出来了', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0208W0323.wav', 'rtf': '0.0071'}",2.933
BAC009S0130W0328,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0130W0328.wav,"{'uttid': 'BAC009S0130W0328', 'text': '窃取或删改平台数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0130W0328.wav', 'rtf': '0.0071'}",2.93
BAC009S0006W0221,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0006W0221.wav,"{'uttid': 'BAC009S0006W0221', 'text': '申银万国数据测算显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0006W0221.wav', 'rtf': '0.0071'}",3.695
BAC009S0357W0327,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0357W0327.wav,"{'uttid': 'BAC009S0357W0327', 'text': '或许也是遵循 GUY模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0357W0327.wav', 'rtf': '0.0071'}",3.478
BAC009S0181W0140,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0181W0140.wav,"{'uttid': 'BAC009S0181W0140', 'text': '双方就 CONNECTION这种模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0181W0140.wav', 'rtf': '0.0071'}",3.433
BAC009S0248W0321,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0248W0321.wav,"{'uttid': 'BAC009S0248W0321', 'text': '去提升技术降低成本', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0248W0321.wav', 'rtf': '0.0071'}",3.283
BAC009S0704W0280,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0704W0280.wav,"{'uttid': 'BAC009S0704W0280', 'text': '模拟人脑思维的模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0704W0280.wav', 'rtf': '0.0071'}",2.995
BAC009S0209W0442,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0209W0442.wav,"{'uttid': 'BAC009S0209W0442', 'text': '该公司操作非常神秘', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0209W0442.wav', 'rtf': '0.0071'}",2.781
BAC009S0238W0209,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0238W0209.wav,"{'uttid': 'BAC009S0238W0209', 'text': '午后暂停其股票的交易', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0238W0209.wav', 'rtf': '0.0071'}",3.284
BAC009S0099W0171,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0099W0171.wav,"{'uttid': 'BAC009S0099W0171', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0099W0171.wav', 'rtf': '0.0071'}",2.866
BAC009S0161W0133,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0161W0133.wav,"{'uttid': 'BAC009S0161W0133', 'text': '据 SOHU焦点网数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0161W0133.wav', 'rtf': '0.0071'}",3.491
BAC009S0185W0464,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0185W0464.wav,"{'uttid': 'BAC009S0185W0464', 'text': '该物流园将启动运营', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0185W0464.wav', 'rtf': '0.0071'}",3.401
BAC009S0012W0267,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0012W0267.wav,"{'uttid': 'BAC009S0012W0267', 'text': '各大生产厂家停滞不前', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0012W0267.wav', 'rtf': '0.0071'}",3.655
BAC009S0199W0269,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0199W0269.wav,"{'uttid': 'BAC009S0199W0269', 'text': '改为贴牌生产的方式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0199W0269.wav', 'rtf': '0.0071'}",3.049
BAC009S0068W0184,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0068W0184.wav,"{'uttid': 'BAC009S0068W0184', 'text': '占监测重点城市近八成', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0068W0184.wav', 'rtf': '0.0071'}",3.617
BAC009S0142W0237,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0142W0237.wav,"{'uttid': 'BAC009S0142W0237', 'text': '在保障房封闭运作之后', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0142W0237.wav', 'rtf': '0.0071'}",3.574
BAC009S0062W0490,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0062W0490.wav,"{'uttid': 'BAC009S0062W0490', 'text': '海淀城管在检查中发现', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0062W0490.wav', 'rtf': '0.0071'}",3.673
BAC009S0043W0278,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0043W0278.wav,"{'uttid': 'BAC009S0043W0278', 'text': '它能维护系统的安全', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0043W0278.wav', 'rtf': '0.0071'}",2.397
BAC009S0054W0219,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0054W0219.wav,"{'uttid': 'BAC009S0054W0219', 'text': '合理控制围填海规模', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0054W0219.wav', 'rtf': '0.0071'}",3.293
BAC009S0014W0208,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0014W0208.wav,"{'uttid': 'BAC009S0014W0208', 'text': '关停小火电机组', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0014W0208.wav', 'rtf': '0.0071'}",3.368
BAC009S0004W0127,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0004W0127.wav,"{'uttid': 'BAC009S0004W0127', 'text': '新的经营模式正在形成', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0004W0127.wav', 'rtf': '0.0071'}",2.431
BAC009S0121W0148,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0121W0148.wav,"{'uttid': 'BAC009S0121W0148', 'text': '对于七月份房价数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0121W0148.wav', 'rtf': '0.0071'}",3.497
BAC009S0230W0332,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0230W0332.wav,"{'uttid': 'BAC009S0230W0332', 'text': '有统计机构的数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0230W0332.wav', 'rtf': '0.0071'}",2.606
BAC009S0207W0212,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0207W0212.wav,"{'uttid': 'BAC009S0207W0212', 'text': '四周来监测情况表明', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0207W0212.wav', 'rtf': '0.0071'}",2.995
BAC009S0163W0235,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0163W0235.wav,"{'uttid': 'BAC009S0163W0235', 'text': '对于降低创业板门槛', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0163W0235.wav', 'rtf': '0.0071'}",3.002
BAC009S0120W0327,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0120W0327.wav,"{'uttid': 'BAC009S0120W0327', 'text': '明天就生产安踏鞋子了', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0120W0327.wav', 'rtf': '0.0071'}",2.938
BAC009S0710W0191,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0710W0191.wav,"{'uttid': 'BAC009S0710W0191', 'text': '协议控制模式可以 SHOWING', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0710W0191.wav', 'rtf': '0.0071'}",3.066
BAC009S0094W0299,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0094W0299.wav,"{'uttid': 'BAC009S0094W0299', 'text': '转型为设备和服务公司', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0094W0299.wav', 'rtf': '0.0071'}",3.527
BAC009S0422W0139,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0422W0139.wav,"{'uttid': 'BAC009S0422W0139', 'text': '今年总体行情调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0422W0139.wav', 'rtf': '0.0071'}",2.547
BAC009S0067W0247,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0067W0247.wav,"{'uttid': 'BAC009S0067W0247', 'text': '设定了严格的法律责任', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0067W0247.wav', 'rtf': '0.0071'}",3.335
BAC009S0336W0258,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0336W0258.wav,"{'uttid': 'BAC009S0336W0258', 'text': '所以目前这类测试较少', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0336W0258.wav', 'rtf': '0.0071'}",3.294
BAC009S0115W0131,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0115W0131.wav,"{'uttid': 'BAC009S0115W0131', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0115W0131.wav', 'rtf': '0.0071'}",3.784
BAC009S0016W0159,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0016W0159.wav,"{'uttid': 'BAC009S0016W0159', 'text': '互联网家装模式众多', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0016W0159.wav', 'rtf': '0.0071'}",3.382
BAC009S0110W0269,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0110W0269.wav,"{'uttid': 'BAC009S0110W0269', 'text': '但由于数据中心终端', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0110W0269.wav', 'rtf': '0.0071'}",3.401
BAC009S0040W0250,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0040W0250.wav,"{'uttid': 'BAC009S0040W0250', 'text': '据数据统计', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0040W0250.wav', 'rtf': '0.0071'}",2.263
BAC009S0121W0336,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0121W0336.wav,"{'uttid': 'BAC009S0121W0336', 'text': '也在考验生产制造企业', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0121W0336.wav', 'rtf': '0.0071'}",3.316
BAC009S0090W0193,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0090W0193.wav,"{'uttid': 'BAC009S0090W0193', 'text': '或者不愿意进行调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0090W0193.wav', 'rtf': '0.0071'}",2.782
BAC009S0078W0224,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0078W0224.wav,"{'uttid': 'BAC009S0078W0224', 'text': '扣押各类制假设备', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0078W0224.wav', 'rtf': '0.0071'}",3.178
BAC009S0036W0154,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0036W0154.wav,"{'uttid': 'BAC009S0036W0154', 'text': '成为最环保启动仪式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0036W0154.wav', 'rtf': '0.0071'}",3.343
BAC009S0363W0293,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0363W0293.wav,"{'uttid': 'BAC009S0363W0293', 'text': '一旦形成大数据模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0363W0293.wav', 'rtf': '0.0071'}",3.211
BAC009S0011W0313,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0011W0313.wav,"{'uttid': 'BAC009S0011W0313', 'text': '而存储于用户设备中', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0011W0313.wav', 'rtf': '0.0071'}",2.758
BAC009S0237W0246,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0237W0246.wav,"{'uttid': 'BAC009S0237W0246', 'text': '对防范信息系统故障', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0237W0246.wav', 'rtf': '0.0071'}",3.136
BAC009S0195W0274,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0195W0274.wav,"{'uttid': 'BAC009S0195W0274', 'text': '原来盗版的操作系统', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0195W0274.wav', 'rtf': '0.0071'}",2.617
BAC009S0598W0233,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0598W0233.wav,"{'uttid': 'BAC009S0598W0233', 'text': '部分省市的操作方法是', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0598W0233.wav', 'rtf': '0.0071'}",3.564
BAC009S0166W0319,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0166W0319.wav,"{'uttid': 'BAC009S0166W0319', 'text': '可以研发设备以及软件', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0166W0319.wav', 'rtf': '0.0071'}",3.117
BAC009S0199W0278,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0199W0278.wav,"{'uttid': 'BAC009S0199W0278', 'text': '据海关总署数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0199W0278.wav', 'rtf': '0.0071'}",3.229
BAC009S0020W0161,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0020W0161.wav,"{'uttid': 'BAC009S0020W0161', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0020W0161.wav', 'rtf': '0.0071'}",3.009
BAC009S0706W0246,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0706W0246.wav,"{'uttid': 'BAC009S0706W0246', 'text': '十二五总量控制指标', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0706W0246.wav', 'rtf': '0.0071'}",3.02
BAC009S0191W0289,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0191W0289.wav,"{'uttid': 'BAC009S0191W0289', 'text': '作为电子产品生产地', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0191W0289.wav', 'rtf': '0.0071'}",2.846
BAC009S0334W0159,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0334W0159.wav,"{'uttid': 'BAC009S0334W0159', 'text': '大力推进轻资产模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0334W0159.wav', 'rtf': '0.0071'}",3.627
BAC009S0197W0185,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0197W0185.wav,"{'uttid': 'BAC009S0197W0185', 'text': '我们压力还是比较大的', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0197W0185.wav', 'rtf': '0.0071'}",3.033
BAC009S0026W0317,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0026W0317.wav,"{'uttid': 'BAC009S0026W0317', 'text': '据奥维咨询统计的数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0026W0317.wav', 'rtf': '0.0071'}",3.992
BAC009S0045W0253,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0045W0253.wav,"{'uttid': 'BAC009S0045W0253', 'text': '设备上储存的音乐数量', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0045W0253.wav', 'rtf': '0.0071'}",3.407
BAC009S0116W0385,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0116W0385.wav,"{'uttid': 'BAC009S0116W0385', 'text': '前一段的训练很系统', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0116W0385.wav', 'rtf': '0.0071'}",2.96
BAC009S0338W0226,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0338W0226.wav,"{'uttid': 'BAC009S0338W0226', 'text': '第二天一方面是有压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0338W0226.wav', 'rtf': '0.0071'}",2.953
BAC009S0020W0128,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0020W0128.wav,"{'uttid': 'BAC009S0020W0128', 'text': '根据国家统计局数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0020W0128.wav', 'rtf': '0.0071'}",2.952
BAC009S0037W0124,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0037W0124.wav,"{'uttid': 'BAC009S0037W0124', 'text': '成为最环保启动仪式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0037W0124.wav', 'rtf': '0.0071'}",2.741
BAC009S0514W0216,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0514W0216.wav,"{'uttid': 'BAC009S0514W0216', 'text': '而模式不清晰的根源', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0514W0216.wav', 'rtf': '0.0071'}",2.915
BAC009S0128W0467,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0128W0467.wav,"{'uttid': 'BAC009S0128W0467', 'text': '公司生产经营情况正常', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0128W0467.wav', 'rtf': '0.0071'}",2.875
BAC009S0077W0182,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0077W0182.wav,"{'uttid': 'BAC009S0077W0182', 'text': '在销售数据回暖的同时', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0077W0182.wav', 'rtf': '0.0071'}",3.301
BAC009S0340W0165,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0340W0165.wav,"{'uttid': 'BAC009S0340W0165', 'text': '马云实际控制了阿里', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0340W0165.wav', 'rtf': '0.0071'}",2.415
BAC009S0153W0448,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0153W0448.wav,"{'uttid': 'BAC009S0153W0448', 'text': '影响地铁正常运行的', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0153W0448.wav', 'rtf': '0.0071'}",2.968
BAC009S0213W0359,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0213W0359.wav,"{'uttid': 'BAC009S0213W0359', 'text': '八月初才恢复系统训练', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0213W0359.wav', 'rtf': '0.0071'}",2.987
BAC009S0055W0128,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0055W0128.wav,"{'uttid': 'BAC009S0055W0128', 'text': '全年要达标有一定压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0055W0128.wav', 'rtf': '0.0071'}",3.319
BAC009S0236W0138,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0236W0138.wav,"{'uttid': 'BAC009S0236W0138', 'text': '根据实际调整政策力度', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0236W0138.wav', 'rtf': '0.0071'}",4.184
BAC009S0102W0330,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0102W0330.wav,"{'uttid': 'BAC009S0102W0330', 'text': '联网设备从大型的电脑', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0102W0330.wav', 'rtf': '0.0071'}",3.242
BAC009S0146W0167,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0146W0167.wav,"{'uttid': 'BAC009S0146W0167', 'text': '部分城市去化压力尚存', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0146W0167.wav', 'rtf': '0.0071'}",3.59
BAC009S0092W0210,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0092W0210.wav,"{'uttid': 'BAC009S0092W0210', 'text': '可以启动临时采购程序', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0092W0210.wav', 'rtf': '0.0071'}",3.213
BAC009S0704W0232,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0704W0232.wav,"{'uttid': 'BAC009S0704W0232', 'text': '国内光伏系统并网率', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0704W0232.wav', 'rtf': '0.0071'}",3.345
BAC009S0666W0323,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0666W0323.wav,"{'uttid': 'BAC009S0666W0323', 'text': '智能家居系统的制造商', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0666W0323.wav', 'rtf': '0.0071'}",3.154
BAC009S0599W0161,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0599W0161.wav,"{'uttid': 'BAC009S0599W0161', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0599W0161.wav', 'rtf': '0.0071'}",2.738
BAC009S0520W0330,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0520W0330.wav,"{'uttid': 'BAC009S0520W0330', 'text': '欲复制与北 SEE合作模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0520W0330.wav', 'rtf': '0.0071'}",3.124
BAC009S0134W0171,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0134W0171.wav,"{'uttid': 'BAC009S0134W0171', 'text': '中原地产统计数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0134W0171.wav', 'rtf': '0.0071'}",3.888
BAC009S0118W0133,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0118W0133.wav,"{'uttid': 'BAC009S0118W0133', 'text': '购房成本进一步降低', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0118W0133.wav', 'rtf': '0.0071'}",2.846
BAC009S0357W0184,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0357W0184.wav,"{'uttid': 'BAC009S0357W0184', 'text': '二零一五年启动海外业务', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0357W0184.wav', 'rtf': '0.0071'}",3.255
BAC009S0515W0149,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0515W0149.wav,"{'uttid': 'BAC009S0515W0149', 'text': '最低首付款比例调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0515W0149.wav', 'rtf': '0.0071'}",2.957
BAC009S0197W0308,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0197W0308.wav,"{'uttid': 'BAC009S0197W0308', 'text': '输入大量数据进行优化', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0197W0308.wav', 'rtf': '0.0071'}",3.5
BAC009S0113W0262,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0113W0262.wav,"{'uttid': 'BAC009S0113W0262', 'text': '全部智能可穿戴设备中', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0113W0262.wav', 'rtf': '0.0071'}",3.247
BAC009S0228W0453,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0228W0453.wav,"{'uttid': 'BAC009S0228W0453', 'text': '洋人街索道已暂停使用', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0228W0453.wav', 'rtf': '0.0071'}",3.985
BAC009S0167W0296,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0167W0296.wav,"{'uttid': 'BAC009S0167W0296', 'text': '以减少数据流量的使用', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0167W0296.wav', 'rtf': '0.0071'}",3.5
BAC009S0706W0247,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0706W0247.wav,"{'uttid': 'BAC009S0706W0247', 'text': '十二五期间总量控制', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0706W0247.wav', 'rtf': '0.0071'}",2.828
BAC009S0114W0195,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0114W0195.wav,"{'uttid': 'BAC009S0114W0195', 'text': '规范运作水平有待提升', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0114W0195.wav', 'rtf': '0.0071'}",3.519
